Model Details
Model: MooneyRivlin, Initial Guess: 1,1, Bounds: unbounded, RMSE: 0.128, BIC: -1268.848
Model: Ogden2, Initial Guess: 1,1,1,1, Bounds: unbounded, RMSE: 0.149, BIC: -1161.766

Predictions
Note2: this is a link 

Note: test2

x,y_original,MooneyRivlin_ypred,Ogden2_ypred
0.704446667,0.906204532,0.6953273206545925,1.1151059948034248
0.71562,0.938835939,0.7284183706081191,1.1493815023441725
0.72667,0.971552991,0.7622233247664754,1.1841473495289616
0.7376,1.005239178,0.7967426260999926,1.2194090638425026
0.74841,1.040489998,0.8319663051632156,1.2551614506504252
0.759103333,1.075439196,0.8678950533535255,1.2914101172654189
0.76969,1.111160295,0.9045536615025471,1.3281845981414953
0.78016,1.147507626,0.9418980202564087,1.365445188744729
0.79052,1.184298314,0.9799412502652072,1.4032096325217789
0.80078,1.222278324,1.0187114009080127,1.4415099785471837
0.81093,1.260470609,1.0581613808533954,1.4803039262425572
0.82098,1.299765613,1.0983201374425413,1.5196241710209113
0.83093,1.339056923,1.1391787721694624,1.5594659866125098
0.84078,1.378729853,1.1807277894179666,1.599824107721267
0.85054,1.419738794,1.2230009751808333,1.6407351174011702
0.8602,1.461486065,1.2659460432608012,1.6821521860325568
0.86977,1.50246122,1.3095979157286322,1.7241127673787893
0.87925,1.546593326,1.3539482319342717,1.7666123869304746
0.88864,1.589679955,1.3989880906827743,1.8096460791861229
0.89794,1.633464845,1.444708046493587,1.8532083815640696
0.90716,1.678482956,1.491149085341207,1.8973417134967372
0.91629,1.723462199,1.5382521389670574,1.9419933076305957
0.92534,1.769538615,1.5860595950564522,1.9872067071613462
0.93431,1.815283098,1.6345635966078929,2.0329776648195117
0.9432,1.863777849,1.6837558031833866,2.0793014901569373
0.95201,1.910796099,1.733627387725643,2.126173044151522
0.96074,1.959282327,1.7841690337519251,2.173586734113395
0.9694,2.008886699,1.8354307811195785,2.221592509198655
0.97798,2.057987175,1.8873451150502496,2.2701301405215473
0.98649,2.108041276,1.9399637723759704,2.31925098797341
0.99493,2.159486962,1.9932795247829418,2.3689511510826726
1.0033,2.210646374,2.047284719079726,2.4192263355632564
1.0116,2.262991536,2.101971274477114,2.4700718485764117
1.01983,2.316229663,2.1573306801519028,2.5214825942236416
1.02799,2.369651171,2.213353993100906,2.573453069280331
1.03609,2.423605147,2.270102602997207,2.6260429082136074
1.04412,2.478373654,2.3274987752408287,2.6791827461937214
1.05209,2.533580007,2.3856059232553655,2.732933954928119
1.06,2.589277514,2.444417741312027,2.78729326261853
1.06784,2.646345741,2.50385101740048,2.8421863859127185
1.07562,2.703515166,2.5639723033607718,2.897677402837558
1.083343333,2.760692915,2.62480065307966,2.9537863973171734
1.09101,2.819122138,2.6863297611601187,3.0105100170726464
1.09861,2.878416243,2.748470436114576,3.0677685451499705
1.10616,2.938173217,2.8113511747114432,3.1256828366064733
1.11365,2.998416726,2.8748820698852895,3.1841724871992483
1.121083333,3.058362485,2.9390828919096808,3.2432581152047097
1.128466667,3.120104499,3.004004708799411,3.302989077889265
1.13579,3.183364839,3.0695519254132932,3.363279776074051
1.14306,3.245367985,3.1357754481844644,3.42417937762679
1.150283333,3.309089456,3.202730066863004,3.485740557523923
1.15745,3.371701321,3.2703160444848436,3.547873893648335
1.16457,3.437185343,3.3386203129362473,3.6106615690003547
1.17164,3.502818586,3.4076048432954185,3.6740708643458664
1.17865,3.568947826,3.4771623999352235,3.7380054374323253
1.18562,3.634485181,3.547483936791237,3.8026430081457407
1.19254,3.702135623,3.6184632525841645,3.8678881439807844
1.19942,3.769795937,3.6901973453917183,3.9338321807179106
1.20624,3.838216609,3.76246926060064,4.000277815816301
1.21302,3.907700412,3.8354822179572805,4.067414005833528
1.219756667,3.977696647,3.909195602360154,4.135205537028846
1.226446667,4.04762266,3.983566211363378,4.203614778207175
1.23309,4.119294025,4.05858616427372,4.272636550235652
1.23969,4.190235714,4.134285821734975,4.342300845468122
1.24625,4.262891596,4.210697624554749,4.4126395844593835
1.25276,4.335426143,4.28769724032682,4.483540332222477
1.25923,4.409687504,4.365394822102407,4.555106510585248
1.26567,4.484261787,4.4439075187500565,4.6274481063775745
1.272056667,4.559413267,4.52294402602854,4.700298700957715
1.278406667,4.635590059,4.602701655085359,4.773842091031839
1.284713333,4.711755284,4.683090225852066,4.847997090248623
1.290983333,4.788049936,4.764188048066458,4.922837884934413
1.297213333,4.86738994,4.84594600185987,4.9983210981923065
1.30341,4.945779773,4.92844630037798,5.074524597285697
1.30956,5.026440637,5.0115039843612275,5.151279425328982
1.31568,5.10533995,5.095337437862459,5.228789290531107
1.32176,5.185250427,5.179804655249681,5.306924835108639
1.3278,5.267041438,5.264897467686837,5.385680321867012
1.333803333,5.348367039,5.350655391756413,5.465094152630284
1.33977,5.4319697,5.437071746881484,5.545161981307153
1.34571,5.516051011,5.524287421486791,5.626016281384349
1.35161,5.597620629,5.6121015104942495,5.707472681004607
1.35747,5.683159636,5.700504629647421,5.7895241735208085
1.363306667,5.768148263,5.789743666574166,5.87240179215285
1.3691,5.855732168,5.879507029678749,5.95581797650572
1.37487,5.942258875,5.970098642670942,6.040056965478598
1.3806,6.029584603,6.0612516564775305,6.124872450251457
1.386296667,6.11795274,6.153063642142902,6.210356884911469
1.39196,6.206621864,6.245527955501325,6.296505821052987
1.39759,6.296973746,6.338637772453259,6.38331461597339
1.403196667,6.386782899,6.432554617374903,6.47093571687161
1.40877,6.477186651,6.5271069222724485,6.559210894368778
1.41431,6.5688509,6.622287260675248,6.64813487098931
1.41982,6.661893409,6.718146322907101,6.737756693900084
1.4253,6.754670358,6.814678422323832,6.828072771454981
1.43075,6.848199517,6.9118776823521735,6.91907931081567
1.43617,6.943148038,7.009738035906337,7.010772316411658
1.44156,7.0389442,7.108253224858166,7.1031475884531385
1.44692,7.134978078,7.207416799561638,7.1962007214980375
1.45225,7.232851211,7.307222118432359,7.289927103074479
1.45756,7.330398945,7.40785299373871,7.384501152663335
1.462833333,7.426639655,7.508987685130188,7.479622141924754
1.46808,7.527066896,7.6108096644677286,7.575464121484174
1.47331,7.626530328,7.713511340365202,7.6722100950159104
1.4785,7.725954115,7.816628107654664,7.76942398688745
1.48367,7.827428963,7.9205495970772715,7.8674746195899665
1.48881,7.9293866,8.025070360422951,7.966169846704197
1.493923333,8.030751729,8.130251232723424,8.065568637222926
1.49901,8.135854314,8.23608629145274,8.16566697409019
1.50408,8.239410844,8.342781039367916,8.266661025925849
1.509113333,8.343662876,8.449908313378465,8.368147994258138
1.51413,8.449536594,8.557887379543486,8.470526596568025
1.51912,8.556104806,8.666499989005356,8.573591659848034
1.52408,8.662304084,8.775665615269327,8.67726816687992
1.52902,8.770050105,8.88559863662251,8.781761265209326
1.53393,8.879710207,8.996070632102898,8.886855362113286
1.53882,8.987586353,9.1073005613469,8.992760265735601
1.54369,9.098660259,9.219285950262966,9.09947538504584
1.54853,9.209236001,9.331790501656712,9.206777012096907
1.55335,9.320347556,9.445040164230665,9.31488209608655
1.55814,9.432296262,9.558793309411847,9.423561408440998
1.56292,9.545251986,9.673521886583059,9.533267551084322
1.56767,9.658262511,9.788742703196773,9.643540168558882
1.5724,9.77300993,9.904691218683675,9.754605979305078
1.5771,9.887911795,10.021115015272109,9.866224537855189
1.58179,10.00392892,10.13850596715783,9.978869055576297
1.58645,10.11953108,10.256359780271076,10.092057246313017
1.59109,10.23814192,10.374921632475386,10.206025866522836
1.59571,10.35789064,10.49418757151817,10.320772702680639
1.600303333,10.47478512,10.61397876354826,10.436127044357182
1.60488,10.59630536,10.734550488684272,10.552336156203921
1.60944,10.71567109,10.855901040370487,10.669400154271578
1.61397,10.83521009,10.977668447815246,10.786971141660953
1.61849,10.95819205,11.100385722894737,10.905565265083364
1.62298,11.0814233,11.223505127009268,11.024654668871431
1.62746,11.20362349,11.34757022871549,11.144766599212227
1.63191,11.32805743,11.472022168747792,11.265361449064155
1.636346667,11.45400501,11.597320588295208,11.386885924741815
1.64076,11.578602,11.723179169100503,11.509063864431845
1.64516,11.70393801,11.849879139391687,11.632169794117505
1.64953,11.83309073,11.976933668440735,11.75573193928096
1.65389,11.95888473,12.10491862213857,11.880311695982282
1.65823,12.08805811,12.233538914147234,12.005623555217786
1.66255,12.2191064,12.36278867425984,12.131663121366849
1.66685,12.34771191,12.492661902364379,12.258425846436936
1.67113,12.47891382,12.623152468333414,12.385907029358307
1.6754,12.60990143,12.754563303709201,12.514404289369455
1.67964,12.74223051,12.886272518345388,12.643310768404138
1.68387,12.87492793,13.018894889388177,12.773229391040426
1.68808,13.00881704,13.152114609321023,12.903852414212531
1.69227,13.14299326,13.285924931645122,13.03517441223892
1.69645,13.27630978,13.420642741300354,13.167507979570509
1.70061,13.41216945,13.555943172499218,13.300535588050089
1.70475,13.54916597,13.69181912042044,13.434251388506155
1.70887,13.68755381,13.82826334917937,13.568649372547412
1.71298,13.82487684,13.965604151150792,13.704054451696084
1.71707,13.96432692,14.10350437668725,13.840135755290495
1.72114,14.10303125,14.241956429707308,13.976886843168646
1.7252,14.2439583,14.381297303682954,14.114642067471271
1.72924,14.38479403,14.521180505912454,14.25306036093507
1.73326,14.52532851,14.661598078939324,14.392134845769657
1.73727,14.66767838,14.80289583364259,14.53220947760055
1.74126,14.81124658,14.944717814263383,14.672932817095298
1.74524,14.95454033,15.08741578863697,14.81465533306319
1.7492,15.10056077,15.230627437178532,14.957018590818858
1.753143333,15.24523906,15.374466305770019,15.100136527805411
1.75707,15.39107716,15.518926884112306,15.24400486960543
1.76099,15.53679934,15.664376101014025,15.38899074059519
1.76489,15.68539776,15.810316650907337,15.534599937668368
1.76877,15.83246779,15.956739517549842,15.680824284921414
1.77264,15.98198432,16.104017713268515,15.82803760469864
1.77649,16.13168294,16.251766200669376,15.975856325158283
1.78033,16.28259128,16.400364182642328,16.124661113857403
1.78415,16.43347769,16.54942001821891,16.274061048849745
1.78796,16.58582167,16.699319152605852,16.424443717198248
1.79176,16.73916871,16.850061608693995,16.575810921536913
1.79554,16.89074687,17.001245756434503,16.727760590793796
1.79931,17.04562507,17.15326652754457,16.880690867214287
1.80306,17.20149156,17.305715549273344,17.034192124023836
1.8068,17.35633196,17.458994130437084,17.188669615918712
1.81052,17.51288891,17.61268710500959,17.3437060833904
1.81423,17.6706944,17.767202208369618,17.49971396616524
1.81793,17.82752639,17.922538935508072,17.656694453616677
1.82161,17.98491262,18.078271851279645,17.814218716962806
1.82528,18.14464116,18.234818448795657,17.97271014553757
1.82894,18.30364395,18.39217800699783,18.132169676167347
1.83258,18.4637537,18.549914698339524,18.29215672584886
1.83621,18.62464681,18.708455893596867,18.453105808145267
1.83983,18.78549609,18.867800653335962,18.615017601705134
1.84343,18.94503959,19.02750263698311,18.777439586552717
1.84702,19.10693631,19.187999210820575,18.940817573548507
1.8506,19.26827533,19.349289214952,19.105151977793874
1.85416,19.43421808,19.510915677957353,19.269978162010034
1.85772,19.59782272,19.67378532593873,19.4362223812177
1.86126,19.76536273,19.83698179019524,19.602950842808465
1.86478,19.93209484,20.000493097125222,19.770151589460433
1.8683,20.09822191,20.165246776843343,19.938774618596568
1.8718,20.2669012,20.33030513405248,20.10786173485055
1.87529,20.43560347,20.496132789369277,20.27788976417005
1.87877,20.60558979,20.662728017451915,20.448858439990758
1.88224,20.7779155,20.830089032956472,20.620767425108404
1.88569,20.94686996,20.997726278289296,20.793114671185013
1.88913,21.1186373,21.16611832009603,20.966392985664115
1.89256,21.2918482,21.33526314579433,21.14060174846741
1.89598,21.4664104,21.50515868193795,21.31574026672222
1.89939,21.64101385,21.675802793973524,21.49180777422601
1.90279,21.8109815,21.84719328600203,21.668803430915244
1.90617,21.98814055,22.01881828737077,21.84619933847258
1.90954,22.16490443,22.19117769420163,22.024512895607316
1.9129,22.34318938,22.364269080859597,22.20374297092679
1.91625,22.51759374,22.53808995967101,22.383888357213046
1.91959,22.69602538,22.712637780715287,22.564947770924704
1.92292,22.87688922,22.887909931621603,22.746919851703993
1.92624,23.05358693,23.063903737370538,22.929803161889026
1.92954,23.23545377,23.240080698046686,23.113038712085476
1.93284,23.41737447,23.41750574187678,23.297735411071503
1.93612,23.59737189,23.595100668695704,23.48277216303169
1.9394,23.78010941,23.773945437060434,23.669275473349956
1.94266,23.96456351,23.952946506583828,23.856106246176978
1.94591,24.14771357,24.132644135201545,24.043828878281644
1.94915,24.33043007,24.313035162520567,24.232441313097222
1.95238,24.51505428,24.494116364378133,24.421941413262807
1.9556,24.70203892,24.67588445269789,24.612326960198082
1.95881,24.889793,24.858336075351698,24.803595653684706
1.96201,25.07679618,25.041467816027094,24.99574511145422
1.9652,25.26496594,25.225276194100353,25.18877286878256
1.96838,25.44869642,25.4097576645156,25.382676378091592
1.97155,25.63968459,25.59490861766944,25.5774530085574
1.97471,25.82946652,25.780725379301717,25.773100045725723
1.97786,26.01874589,25.96720421039197,25.96961469113444
1.981,26.21164407,26.15434130706206,26.166994061943377
1.98413,26.40062988,26.34213280048472,26.365235190571497
1.98725,26.59086152,26.53057475679818,26.56433502434151
1.99036,26.78674983,26.719663177026966,26.764290425132096
1.99346,26.97805529,26.90939399700878,26.9650981690378
1.99655,27.17051642,27.09976308732771,27.166754946036768
1.99964,27.36623988,27.29138843479799,27.369917283310322
2.00271,27.56201659,27.483025494050725,27.573266745347574
2.00577,27.75901734,27.675288055726387,27.777454810726407
2.00882,27.95722208,27.868171728759215,27.98247782170782
2.01187,28.15344184,28.06231063719466,28.189011673827927
2.0149,28.34831346,28.25642722480077,28.395698227320693
2.01793,28.5489083,28.4517982300756,28.603897874243543
2.02095,28.74918467,28.647780455342982,28.812927023246303
2.02395,28.95181158,28.843714015032717,29.022081922822792
2.02695,29.15360221,29.040900376263156,29.232752796354823
2.02994,29.35009447,29.23868369863013,29.44424076519354
2.03292,29.5549514,29.43705910127892,29.65654152097381
2.03589,29.75813023,29.636021637395775,29.869650665216156
2.03886,29.96591737,29.83624255869444,30.084288974939497
2.04181,30.16640396,30.03636850459885,30.299006508122044
2.04476,30.3693106,30.237751143650758,30.515254351352592
2.04769,30.57690553,30.43901996622993,30.73156166930812
2.05062,30.78480671,30.641543571221288,30.94940015429148
2.05354,30.9903905,30.844631865375703,31.1680292787225
2.05645,31.19632897,31.048279473664252,31.387444063797123
2.05935,31.40302247,31.252480954977905,31.607639438582588
2.06225,31.61771312,31.457941458521777,31.829377516931217
2.06514,31.82652077,31.66395347020361,32.05189646158085
2.06801,32.03700457,31.869791985563445,32.27441297018279
2.07088,32.24566698,32.07688573985787,32.49847228235985
2.07374,32.46024503,32.28451397232009,32.72329628505792
2.0766,32.67250378,32.493403466415856,32.9496736537338
2.07944,32.88465699,32.70208759120837,33.17601567585508
2.08228,33.09524212,32.91203004085807,33.40391059214011
2.08511,33.30995354,33.12249225416102,33.63255835537299
2.08793,33.52255763,33.33346819255101,33.86195307181427
2.09074,33.540926,33.54495175148603,34.092088753255354
